MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_DeepCast_150m_m2_105	0.11	0.12	0.12	0.20	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.23	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_230	0.05	0.12	0.08	0.31	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.41	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_surface_10_m1_251	0.09	0.12	0.12	0.11	0.09	0.18	0.16	0.19	0.21	0.01	0.24	0.01	0.16	0.15	0.10	0.12	0.25	0.10	0.10	0.17	0.13	0.14	0.19	0.15
K_Offshore_40m_m1_220	0.14	0.12	0.15	0.16	0.10	0.38	0.14	0.20	0.37	0.00	0.27	0.01	0.38	0.28	0.39	0.29	0.34	0.13	0.15	0.23	0.17	0.23	0.27	0.21
K_DeepCast_150m_m1_344	0.26	0.12	0.25	0.24	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.43	0.22	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_023	0.06	0.12	0.11	0.10	0.10	0.18	0.07	0.18	0.16	0.00	0.11	0.01	0.16	0.13	0.10	0.07	0.17	0.06	0.05	0.15	0.09	0.11	0.08	0.10
K_DeepCast_150m_m1_387	0.59	0.12	0.36	0.07	0.16	0.00	0.02	0.00	0.00	0.05	0.00	0.00	0.00	0.16	0.16	0.07	0.00	0.00	0.48	0.00	0.01	0.01	0.01	0.00
M_DeepCast_100m_m1_373	0.65	0.12	0.26	0.08	0.18	0.00	0.06	0.00	0.00	0.15	0.00	0.01	0.00	0.22	0.19	0.11	0.00	0.01	1.39	0.00	0.01	0.01	0.00	0.00
K_Offshore_40m_m1_069	0.16	0.12	0.12	0.13	0.10	0.32	0.08	0.29	0.26	0.04	0.47	0.06	0.36	0.23	0.13	0.13	0.24	0.09	0.06	0.31	0.55	0.39	0.34	0.32
K_DeepCast_1200m_m2_272	0.00	0.12	0.01	0.01	0.06	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_342	0.14	0.12	0.18	0.20	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.33	0.13	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_227	0.03	0.11	0.08	0.19	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.22	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m2_005	0.19	0.11	0.16	0.18	0.11	0.29	0.16	0.27	0.13	0.00	0.15	0.00	0.17	0.11	0.07	0.07	0.12	0.04	0.04	0.13	0.21	0.20	0.14	0.31
K_DeepCast_250m_m1_078	0.03	0.11	0.07	0.15	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.16	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_m2_243	0.82	0.11	0.30	0.08	0.15	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.19	0.16	0.06	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00
M_surface_9_m1_249	0.14	0.11	0.11	0.14	0.10	0.26	0.11	0.22	0.24	0.01	0.27	0.01	0.28	0.20	0.17	0.15	0.24	0.10	0.08	0.24	0.26	0.35	0.25	0.37
M_DeepCast_100m_m1_323	0.12	0.11	0.12	0.14	0.09	0.20	0.14	0.16	0.19	0.07	0.15	0.09	0.14	0.16	0.19	0.16	0.17	0.10	0.09	0.12	0.12	0.13	0.16	0.16
K_Offshore_40m_mx_035	0.10	0.11	0.11	0.12	0.09	0.19	0.10	0.19	0.17	0.04	0.20	0.06	0.19	0.15	0.11	0.11	0.19	0.08	0.07	0.19	0.22	0.22	0.21	0.18
M_DeepCast_400m_m2_082	0.00	0.11	0.02	0.15	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_333	0.09	0.10	0.13	0.18	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.25	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_0m_mx_117	0.09	0.10	0.09	0.10	0.09	0.13	0.18	0.11	0.10	0.23	0.11	0.23	0.09	0.12	0.12	0.11	0.12	0.15	0.12	0.09	0.12	0.09	0.12	0.09
K_DeepCast_35m_m2_096	0.11	0.10	0.09	0.10	0.09	0.25	0.08	0.23	0.10	0.03	0.14	0.05	0.11	0.13	0.07	0.09	0.14	0.05	0.03	0.13	0.10	0.13	0.14	0.10
K_DeepCast_35m_m1_177	0.06	0.10	0.07	0.07	0.11	0.15	0.05	0.13	0.07	0.01	0.06	0.00	0.05	0.11	0.08	0.05	0.09	0.04	0.02	0.02	0.01	0.04	0.01	0.01
M_surface_7_m2_242	0.16	0.10	0.13	0.17	0.09	0.27	0.16	0.26	0.17	0.00	0.29	0.00	0.26	0.11	0.06	0.07	0.11	0.04	0.03	0.20	0.41	0.34	0.29	0.46
K_DeepCast_35m_m2_065	0.12	0.10	0.13	0.13	0.11	0.08	0.56	0.06	0.02	0.43	0.04	0.58	0.04	0.11	0.12	0.12	0.07	0.47	0.25	0.05	0.06	0.04	0.07	0.08
M_surface_7_m1_304	0.08	0.10	0.09	0.11	0.09	0.17	0.09	0.17	0.11	0.03	0.10	0.04	0.10	0.17	0.14	0.12	0.19	0.08	0.08	0.16	0.08	0.21	0.16	0.14
M_DeepCast_400m_m1_009	0.00	0.10	0.00	0.03	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m1_278	0.11	0.10	0.12	0.10	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.16	0.10	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m1_388	0.10	0.10	0.18	0.15	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.25	0.17	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_0m_m2_072	0.05	0.10	0.09	0.08	0.07	0.11	0.06	0.15	0.17	0.00	0.11	0.00	0.14	0.09	0.06	0.06	0.12	0.04	0.04	0.14	0.04	0.10	0.07	0.07
M_surface_9_m2_109	0.05	0.10	0.07	0.08	0.07	0.08	0.06	0.12	0.08	0.04	0.07	0.05	0.06	0.14	0.09	0.13	0.17	0.08	0.08	0.13	0.10	0.11	0.13	0.14
K_DeepCast_150m_m1_199	0.16	0.09	0.19	0.10	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.27	0.06	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_surface_9_m1_282	0.15	0.09	0.13	0.15	0.11	0.24	0.14	0.20	0.09	0.00	0.15	0.00	0.13	0.09	0.06	0.07	0.10	0.04	0.04	0.11	0.28	0.17	0.12	0.26
M_DeepCast_400m_m1_328	0.01	0.09	0.02	0.03	0.07	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.12	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00
K_Offshore_80m_m1_186	0.08	0.09	0.09	0.08	0.09	0.00	0.53	0.00	0.01	0.42	0.01	0.59	0.01	0.08	0.15	0.11	0.01	0.41	0.12	0.00	0.00	0.00	0.00	0.00
M_surface_9_m1_241	0.07	0.09	0.09	0.10	0.06	0.14	0.09	0.15	0.10	0.00	0.10	0.00	0.09	0.10	0.06	0.08	0.14	0.06	0.06	0.13	0.09	0.13	0.14	0.12
K_DeepCast_1200m_m2_204	0.00	0.09	0.01	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m2_005	0.04	0.09	0.07	0.08	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_mx_256	0.08	0.09	0.11	0.10	0.09	0.16	0.08	0.14	0.23	0.02	0.16	0.02	0.29	0.10	0.12	0.08	0.11	0.05	0.05	0.11	0.09	0.09	0.07	0.07
K_DeepCast_250m_m2_101	0.22	0.09	0.18	0.05	0.12	0.00	0.06	0.00	0.00	0.05	0.00	0.01	0.00	0.08	0.15	0.04	0.00	0.01	0.47	0.00	0.00	0.00	0.00	0.00
M_surface_7_m2_191	0.10	0.09	0.10	0.11	0.08	0.16	0.09	0.16	0.13	0.00	0.16	0.01	0.14	0.08	0.05	0.06	0.10	0.04	0.04	0.15	0.14	0.16	0.16	0.14
K_DeepCast_35m_m2_271	0.05	0.09	0.06	0.07	0.07	0.09	0.04	0.11	0.10	0.01	0.08	0.01	0.07	0.12	0.09	0.12	0.13	0.05	0.05	0.08	0.05	0.07	0.08	0.08
K_DeepCast_65m_m1_223	0.06	0.09	0.08	0.06	0.08	0.04	0.24	0.03	0.03	0.50	0.04	0.56	0.03	0.07	0.07	0.07	0.04	0.31	0.23	0.02	0.02	0.02	0.03	0.02
M_surface_9_m2_088	0.11	0.08	0.13	0.17	0.08	0.17	0.14	0.16	0.01	0.00	0.01	0.00	0.01	0.16	0.11	0.14	0.22	0.09	0.07	0.48	1.38	0.53	0.42	1.29
K_Offshore_80m_m2_107	0.05	0.08	0.06	0.04	0.07	0.01	0.20	0.01	0.00	0.35	0.00	0.42	0.00	0.06	0.09	0.07	0.02	0.27	0.17	0.00	0.00	0.00	0.01	0.01
K_Offshore_40m_m1_237	0.07	0.08	0.07	0.08	0.06	0.13	0.06	0.13	0.21	0.01	0.23	0.01	0.20	0.10	0.07	0.07	0.12	0.05	0.05	0.12	0.13	0.14	0.12	0.14
K_DeepCast_150m_m2_164	0.10	0.08	0.12	0.12	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.18	0.07	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_257	0.04	0.08	0.06	0.09	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_020	0.01	0.08	0.04	0.10	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_146	0.05	0.08	0.09	0.07	0.07	0.04	0.27	0.02	0.01	0.08	0.02	0.08	0.02	0.06	0.06	0.07	0.03	0.33	0.10	0.02	0.01	0.02	0.03	0.03
K_DeepCast_35m_m1_027	0.07	0.08	0.06	0.09	0.07	0.12	0.06	0.13	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.01	0.01	0.02
K_Offshore_120m_m2_037	0.03	0.08	0.04	0.03	0.06	0.00	0.20	0.00	0.00	0.24	0.00	0.27	0.00	0.03	0.04	0.04	0.00	0.19	0.13	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_mx_191	0.03	0.08	0.05	0.08	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.10	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_0m_mx_046	0.08	0.08	0.08	0.10	0.07	0.15	0.09	0.12	0.02	0.00	0.04	0.00	0.03	0.11	0.07	0.08	0.13	0.06	0.05	0.13	0.16	0.17	0.14	0.23
K_DeepCast_250m_m2_195	0.05	0.08	0.07	0.10	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.12	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_169	0.03	0.08	0.07	0.03	0.05	0.00	0.16	0.00	0.00	0.36	0.00	0.30	0.00	0.05	0.06	0.05	0.01	0.44	0.11	0.00	0.01	0.00	0.00	0.01
M_DeepCast_50m_m2_245	0.03	0.08	0.06	0.05	0.05	0.00	0.43	0.00	0.00	0.18	0.00	0.06	0.00	0.06	0.07	0.08	0.01	0.50	0.29	0.00	0.00	0.01	0.00	0.00
M_surface_10_m2_064	0.08	0.08	0.08	0.10	0.06	0.10	0.07	0.13	0.14	0.00	0.24	0.00	0.19	0.27	0.17	0.18	0.36	0.13	0.10	0.42	0.75	0.44	0.42	0.96
M_DeepCast_400m_m2_351	0.02	0.08	0.04	0.08	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m1_012	0.06	0.08	0.06	0.07	0.06	0.16	0.05	0.12	0.02	0.01	0.03	0.01	0.03	0.03	0.02	0.02	0.02	0.01	0.01	0.03	0.09	0.03	0.03	0.03
M_DeepCast_65m_mx_099	0.28	0.08	0.15	0.05	0.09	0.02	0.06	0.02	0.02	0.06	0.02	0.05	0.01	0.11	0.10	0.05	0.02	0.03	0.50	0.01	0.01	0.01	0.01	0.01
M_DeepCast_65m_m1_284	0.23	0.07	0.09	0.03	0.08	0.00	0.24	0.00	0.00	0.15	0.00	0.02	0.00	0.10	0.09	0.04	0.00	0.01	1.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_040	0.13	0.07	0.17	0.13	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.24	0.11	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m1_244	0.03	0.07	0.05	0.03	0.06	0.00	0.20	0.00	0.00	0.23	0.00	0.19	0.00	0.04	0.04	0.04	0.00	0.21	0.13	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_098	0.12	0.07	0.15	0.06	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.17	0.04	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m2_124	0.05	0.07	0.07	0.10	0.07	0.10	0.06	0.10	0.14	0.05	0.18	0.12	0.13	0.11	0.08	0.13	0.16	0.07	0.06	0.14	0.14	0.15	0.19	0.18
K_Offshore_80m_m2_228	0.02	0.07	0.05	0.03	0.06	0.01	0.13	0.01	0.00	0.21	0.00	0.30	0.00	0.04	0.05	0.05	0.02	0.19	0.09	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m1_317	0.00	0.07	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m1_015	0.04	0.07	0.06	0.08	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_352	0.06	0.07	0.08	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.19	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_m1_298	0.07	0.07	0.10	0.19	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.33	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_048	0.01	0.07	0.03	0.09	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_105	0.01	0.07	0.02	0.10	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_172	0.00	0.07	0.01	0.10	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_surface_9_m1_271	0.10	0.07	0.09	0.13	0.07	0.15	0.12	0.14	0.07	0.02	0.09	0.02	0.11	0.06	0.05	0.05	0.07	0.05	0.03	0.13	0.24	0.16	0.14	0.22
K_DeepCast_150m_m2_127	0.02	0.07	0.07	0.09	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m2_239	0.06	0.07	0.07	0.07	0.05	0.13	0.06	0.11	0.12	0.00	0.09	0.01	0.19	0.05	0.04	0.03	0.07	0.02	0.02	0.07	0.03	0.05	0.03	0.04
K_Offshore_80m_m1_178	0.04	0.07	0.05	0.03	0.06	0.00	0.21	0.00	0.00	0.33	0.00	0.31	0.00	0.04	0.05	0.05	0.01	0.25	0.18	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_097	0.13	0.07	0.13	0.07	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.06	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_330	0.02	0.07	0.05	0.10	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_307	0.05	0.07	0.09	0.08	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m2_103	0.05	0.06	0.07	0.07	0.05	0.14	0.06	0.09	0.18	0.00	0.22	0.00	0.12	0.06	0.03	0.03	0.07	0.03	0.02	0.04	0.02	0.07	0.05	0.01
K_Offshore_80m_m1_195	0.06	0.06	0.08	0.06	0.07	0.06	0.12	0.04	0.03	0.14	0.04	0.25	0.06	0.05	0.10	0.08	0.05	0.12	0.11	0.01	0.01	0.01	0.02	0.01
K_Offshore_40m_m2_287	0.08	0.06	0.07	0.09	0.05	0.12	0.07	0.10	0.09	0.00	0.10	0.01	0.08	0.06	0.04	0.05	0.08	0.03	0.03	0.10	0.13	0.10	0.13	0.10
K_DeepCast_250m_m1_364	0.02	0.06	0.04	0.12	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_266	0.00	0.06	0.01	0.05	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_111	0.03	0.06	0.04	0.03	0.04	0.00	0.20	0.00	0.00	0.32	0.00	0.19	0.00	0.04	0.05	0.04	0.01	0.22	0.15	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_328	0.54	0.06	0.19	0.05	0.08	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.16	0.15	0.04	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_235	0.06	0.06	0.06	0.10	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.14	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m2_014	0.03	0.06	0.06	0.06	0.05	0.08	0.04	0.08	0.10	0.04	0.10	0.07	0.19	0.05	0.04	0.07	0.08	0.06	0.05	0.10	0.02	0.06	0.10	0.05
K_Offshore_80m_m2_053	0.03	0.06	0.04	0.03	0.05	0.01	0.16	0.01	0.00	0.30	0.00	0.28	0.00	0.04	0.05	0.05	0.01	0.18	0.14	0.00	0.00	0.00	0.01	0.01
K_DeepCast_250m_m1_236	0.02	0.06	0.05	0.12	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_183	0.00	0.06	0.01	0.08	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_122	0.00	0.06	0.01	0.08	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_006	0.06	0.06	0.06	0.06	0.06	0.05	0.08	0.04	0.06	0.32	0.05	0.55	0.05	0.08	0.13	0.12	0.08	0.09	0.06	0.06	0.03	0.07	0.11	0.05
K_Offshore_80m_m2_187	0.03	0.06	0.04	0.03	0.05	0.02	0.12	0.02	0.01	0.15	0.01	0.20	0.01	0.04	0.05	0.05	0.03	0.12	0.09	0.01	0.01	0.01	0.01	0.01
K_DeepCast_35m_m2_130	0.08	0.06	0.08	0.10	0.06	0.12	0.07	0.11	0.06	0.00	0.08	0.00	0.08	0.05	0.04	0.04	0.06	0.02	0.02	0.04	0.03	0.04	0.04	0.05
M_DeepCast_200m_m2_189	0.02	0.06	0.04	0.16	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m1_022	0.05	0.06	0.05	0.03	0.04	0.01	0.17	0.01	0.01	0.25	0.01	0.22	0.01	0.04	0.05	0.05	0.03	0.14	0.14	0.01	0.01	0.01	0.01	0.01
K_Offshore_40m_m1_268	0.03	0.06	0.05	0.06	0.06	0.07	0.07	0.07	0.09	0.11	0.10	0.13	0.06	0.07	0.05	0.08	0.10	0.08	0.05	0.05	0.03	0.05	0.06	0.06
M_DeepCast_50m_m2_189	0.03	0.06	0.04	0.03	0.04	0.00	0.16	0.00	0.00	0.16	0.00	0.16	0.00	0.03	0.04	0.04	0.00	0.20	0.14	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_204	0.06	0.06	0.05	0.06	0.05	0.13	0.04	0.12	0.03	0.01	0.04	0.01	0.03	0.06	0.03	0.04	0.06	0.02	0.02	0.06	0.07	0.06	0.07	0.04
K_DeepCast_300m_m2_067	0.01	0.06	0.02	0.07	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_115	0.02	0.06	0.04	0.03	0.05	0.01	0.13	0.01	0.00	0.20	0.01	0.26	0.00	0.03	0.04	0.04	0.02	0.16	0.08	0.00	0.00	0.00	0.01	0.01
M_DeepCast_200m_m2_025	0.03	0.06	0.06	0.06	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.11	0.04	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_mx_222	0.05	0.06	0.06	0.03	0.05	0.00	0.13	0.00	0.00	0.22	0.00	0.14	0.00	0.03	0.06	0.03	0.01	0.13	0.13	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_027	0.02	0.06	0.06	0.11	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.16	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_056	0.05	0.06	0.05	0.14	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_226	0.03	0.06	0.04	0.05	0.05	0.06	0.05	0.06	0.05	0.11	0.06	0.18	0.04	0.06	0.03	0.07	0.09	0.06	0.04	0.06	0.05	0.06	0.08	0.06
M_surface_9_m1_009	0.06	0.06	0.06	0.08	0.06	0.13	0.05	0.11	0.12	0.02	0.16	0.04	0.13	0.11	0.05	0.10	0.13	0.05	0.04	0.13	0.21	0.16	0.17	0.17
K_DeepCast_35m_m2_150	0.06	0.06	0.08	0.07	0.06	0.15	0.05	0.08	0.07	0.01	0.06	0.01	0.12	0.07	0.11	0.07	0.06	0.04	0.04	0.05	0.02	0.05	0.05	0.02
K_DeepCast_65m_m2_187	0.04	0.05	0.03	0.03	0.04	0.00	0.36	0.00	0.00	0.11	0.00	0.00	0.00	0.03	0.03	0.02	0.00	0.14	0.15	0.00	0.00	0.00	0.00	0.00
K_DeepCast_300m_mx_218	0.02	0.05	0.03	0.05	0.08	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.07	0.05	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
K_Offshore_120m_m1_041	0.03	0.05	0.04	0.02	0.04	0.00	0.17	0.00	0.00	0.42	0.01	0.22	0.00	0.03	0.04	0.04	0.00	0.24	0.10	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_123	0.03	0.05	0.04	0.03	0.05	0.01	0.11	0.00	0.00	0.18	0.00	0.19	0.00	0.03	0.03	0.03	0.01	0.11	0.11	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m2_010	0.04	0.05	0.05	0.07	0.05	0.08	0.04	0.08	0.09	0.01	0.10	0.02	0.12	0.05	0.04	0.06	0.08	0.03	0.03	0.09	0.09	0.09	0.13	0.09
